<VOID>Talent|Prerequisites|Aptitude 1|Aptitude 2|Benefit|Detals|Tier|Source|EoS(Null)|Detals|Tier|Source|EoS(Null)
Killing Strike|WS 50|Weapon Skill|Offence|Spend Fate Point to make melee attacks unavoidable.|Detals|Tier|Source|EoS(Null)
Luminen Shock|Luminen Capacitors,Mechanicus Implants|Weapon Skill|Tech|Character can discharge energy in melee attack.|Detals|Tier|Source|EoS(Null)
Maglev Transcend.|Maglev Coils,Mechanicus Implants|Intelligence|Tech|Character can hover for longer periods of time.|Detals|Tier|Source|EoS(Null)
Marksman|BS 35|Ballistic Skill|Finesse|No penalties for firing at long or extreme range.|Detals|Tier|Source|EoS(Null)
Mechadendrite Use†|Mechanicus Implants|Intelligence|Tech|Gain ability to use certain Mechadendrites.|Detals|Tier|Source|EoS(Null)
Munitorum Influence —|Fellowship|Social|+5 Bonus to Squad Logistics Rating.|Detals|Tier|Source|EoS(Null)
Nerves of Steel|—|Willpower|Defence|Reroll Pinning Tests.|Detals|Tier|Source|EoS(Null)
Paranoia|—|Perception|Fieldcraft|Character is always alert for danger.|Detals|Tier|Source|EoS(Null)
Precise Blow|WS 40,Sure Strike|Weapon Skill|Finesse|Reduce penalty for melee called shots.|Detals|Tier|Source|EoS(Null)
Prosanguine|Autosanguine,Mechanicus Implants|Toughness|Tech|Test to heal 1d5 Damage.|Detals|Tier|Source|EoS(Null)
Rapid Reaction|Ag 40|Agility|Fieldcraft|Test Ag to ignore surprise.|Detals|Tier|Source|EoS(Null)
Sharpshooter|BS 40,Deadeye Shot|Ballistic Skill|Finesse|Decrease penalty for ranged called shots.|Detals|Tier|Source|EoS(Null)
Strong Minded|WP 30,Resistance(Psychic Powers)|Willpower|Defence|May reroll failed WP Tests to resist Psychic Powers.|Detals|Tier|Source|EoS(Null)
Storm of Iron|BS 45,Weapon Training (any one ranged)|Ballistic Skill|Offence|Allocate extra full-auto and semi-auto hits to additional targets within five metres.|Detals|Tier|Source|EoS(Null)
Swift Attack|WS 30|Weapon Skill|Finesse|May make multiple melee attacks.|Detals|Tier|Source|EoS(Null)
Two-Weapon Wielder†|—|Weapon Skill or Ballistic Skill|Finesse|May fight with two weapons.|Detals|Tier|Source|EoS(Null)
Unarmed Master|WS 45, Ag 40,Unarmed Warrior|Strength|Offence|Deadly fighter while unarmed.|Detals|Tier|Source|EoS(Null)
Unshakable Faith|WP 35|Willpower|Defence|May reroll failed Fear Tests.|Detals|Tier|Source|EoS(Null)
Warp Conduit|Psy Rating,Strong Minded,WP 50|Willpower|Psyker|Spend Fate Point to get +1d5 to Psy Rating.|Detals|Tier|Source|EoS(Null)
Whirlwind of Death|WS 40|Weapon Skill|Finesse|Make one attack for each melee opponent.|Detals|Tier|Source|EoS(Null)
<VOID>==================================================Hammer of TheEmperor======================================================================
Ace Operator|Operate(Any)+10|Agility|Tech|Reduce Degrees of Failure on failed Operate Tests by Agility Bonus.|Detals|Tier|Source|EoS(Null)
Chain Expertise|WS 40,Weapon Training (Chain)|Weapon Skill|Offence|Add additional Damage die for Tearing with Chain weapons.|Detals|Tier|Source|EoS(Null)
Cleanse and Purify|WP 35,Weapon Training (Flame)|Offence|Willpower|Increase chance to ignite foes with Flame weapons.|Detals|Tier|Source|EoS(Null)
Creative Killer|Street Fighting|Intelligence|Offence|Deal improved Damage with Improvised Weapons.|Detals|Tier|Source|EoS(Null)
Cybernetic Boost|Cybernetic(s),Tech-Use|Intelligence|Tech|Gain Unnatural Strength or Agility Traits by overcharging cybernetic limbs or mechadendrites.|Detals|Tier|Source|EoS(Null)
Guardian|Ag 40|Agility|Defence|Spend a Fate Point to trade places with an ally targeted by an attack|Detals|Tier|Source|EoS(Null)
Las Expertise|BS 35,Lasgun Volley|Ballistic Skill|General|Impose a penalty on opponents attempting to Dodge attacks with Las weapons.|Detals|Tier|Source|EoS(Null)
Melta Expertise|BS 40,Weapon Training (Melta)|Ballistic Skill|Offence|Increase the Range of Melta weapons by a number of metres equal to Ballistic Skill Bonus.|Detals|Tier|Source|EoS(Null)
Methodical Care|Int 40,Swift Suture|Intelligence|Knowledge|Reduce Damage suffered by patients for failed Medicae Extended Care Tests by Intelligence Bonus|Detals|Tier|Source|EoS(Null)
Persuasive Charm|Fel 35,Charm|Fellowship|Social|Use Charm Skill to gain a bonus to Logistics Tests.|Detals|Tier|Source|EoS(Null)
Plasma Expertise|BS 40,Weapon Training (Plasma)|Ballistic Skill|Tech|Reduce the chance of the Overheats Quality triggering when wielding a Plasma weapon|Detals|Tier|Source|EoS(Null)
Rite of Static Overload|Cybernetic(s),Tech-Use +10|Intelligence|Tech|Gain Shocking Quality on melee attacks with a Cybernetic limb or mechadendrite.|Detals|Tier|Source|EoS(Null)
Skilled Rider|Survival +10|Agility|Fieldcraft|Avoid being thrown from mounts and Mount/Dismount as a Half Action.|Detals|Tier|Source|EoS(Null)
SP Expertise|BS 35,Weapon Training (Solid Projectile)|Ballistic Skill|Finesse|Reload as a Free Action after successfully clearing a Jammed Solid Projectile weapon|Detals|Tier|Source|EoS(Null)
Stealth Sniper|Stealth +10|Ballistic Skill|Fieldcraft|Chance to remain hidden after making a ranged attack. |Detals|Tier|Source|EoS(Null)
Tank Hunter|BS 40|Ballistic Skill|Finesse|Add BS Bonus to weapon Penetration against vehicles.|Detals|Tier|Source|EoS(Null)
Tireless|T 40, WP 35|Toughness|Willpower|Ignore Fatigue penalty.|Detals|Tier|Source|EoS(Null)
Unstoppable Charge|WS 40,Survival +10|Fieldcraft|Weapon Skill|Improve Charge Action and Crushing|Detals|Tier|Source|EoS(Null)
<VOID>====================================================III===============================================================================
Arms Master|WS 40,BS 40,Weapon Training (any two)|Weapon Skill|Ballistic Skill|Less penalty for using weapons untrained.|Detals|Tier|Source|EoS(Null)
Assassin Strike|Ag 40,Acrobatics|Weapon Skill|Fieldcraft|After making melee attack, test Acrobatics to move.|Detals|Tier|Source|EoS(Null)
Bastion of Iron Will|Psy Rating,Strong Minded,WP 40|Willpower|Psyker|Gain bonus to Opposed Tests when defending against psychic powers.|Detals|Tier|Source|EoS(Null)
Blademaster|WS 30,Weapon Training (any melee)|Weapon Skill|Finesse|Reroll missed attack, once per Round.|Detals|Tier|Source|EoS(Null)
Blade Dancer|WS 40,Two-Weapon Wielder (Melee)|Weapon Skill|Finesse|Reduced penalties for fighting with two melee weapons.|Detals|Tier|Source|EoS(Null)
Crushing Blow|WS 40|Weapon Skill|Offence|Add half WS Bonus to Damage inflflicted in melee.|Detals|Tier|Source|EoS(Null)
Eye of Vengeance|BS 50|Ballistic Skill|Offence|Adds Damage and Pen to ranged attack.|Detals|Tier|Source|EoS(Null)
Favoure by the Warp|WP 35|Willpower|Psyker|Roll twice for Psychic Phenomena and choose.|Detals|Tier|Source|EoS(Null)
Fearless|Nerves of Steel|Willpower|Defence|Immune to Fear and Pinning.|Detals|Tier|Source|EoS(Null)
Gunslinger|BS 40,Two-Weapon Wielder(Ballistic)|Ballistic Skill|Finesse|Reduce penalties for fifighting with two pistols.|Detals|Tier|Source|EoS(Null)
Hammer Blow|Crushing Blow|Strength|Offence|Make a thunderous strike with a melee weapon.|Detals|Tier|Source|EoS(Null)
Infused Knowledge|Int 40,Lore (any one)|Intelligence|Knowledge|Know a little bit about everything.|Detals|Tier|Source|EoS(Null)
Into the Jaws of Hell|Iron Discipline,Fel 50|Fellowship|Leadership|Comrades ignore Fear and Pinning. |Detals|Tier|Source|EoS(Null)
Lasgun Barrage|Weapon Training (Las),BS 40|Ballistic Skill|Offence|Additional DoS when firing Las weapons.|Detals|Tier|Source|EoS(Null)
Lightning Attack|Swift Attack|Weapon Skill|Finesse|Character may make many melee attacks with single roll.|Detals|Tier|Source|EoS(Null)
Luminen Blast|Luminen Shock,Luminen Capacitors,Mechanicus Implants|Ballistic Skill|Tech|May discharge stored energy as a ranged attack.|Detals|Tier|Source|EoS(Null)
Master Chirurgeon|Medicae +10|Intelligence|Fieldcraft|Perform advanced medical procedures.|Detals|Tier|Source|EoS(Null)
Master Enginseer|Tech-Use +20,Mechanicus Implants|Intelligence|Tech|Gain +10 to Tech-Use Tests, and spend Fate Points to automatically succeed on Tech-Use Tests. |Detals|Tier|Source|EoS(Null)
Master Orator|Inspire Wrath|Fellowship|Leadership|Affect larger groups with Charm and Intimidate.|Detals|Tier|Source|EoS(Null)
Mastery†|Rank 4|Intelligence|Knowledge|May spend Fate Point to succeed on Test.|Detals|Tier|Source|EoS(Null)
Mighty Shot|BS 40|Ballistic Skill|Offence|Add half BS Bonus to ranged Damage rolls.|Detals|Tier|Source|EoS(Null)
Never Die|WP 50, T 50|Toughness|Defence|Ignore penalties from Critical Damage by spending Fate Point.|Detals|Tier|Source|EoS(Null)
Preternatural Speed|WS 40, Ag 50|Agility|Offence|Double speed when charging.|Detals|Tier|Source|EoS(Null)
Sidearm|WS 40, BS 40,Two-Weapon Wielder (Ballistic, Melee)|Weapon Skill|Ballistic Skill|Reduce penalties for fighting with pistol and melee weapon.|Detals|Tier|Source|EoS(Null)
Sprint|—|Agility|Fieldcraft|Move more quickly in combat.|Detals|Tier|Source|EoS(Null)
Step Aside|Agility 40,Dodge or Parry|Agility|Defence|May make additional Dodge or Parry attempt.|Detals|Tier|Source|EoS(Null)
Target Selection|BS 50|Ballistic Skill|Finesse|May shoot into melee without penalty.|Detals|Tier|Source|EoS(Null)
Thunder Charge|S 50|Strength|Offence|Break enemies with armoured charge.|Detals|Tier|Source|EoS(Null)
True Grit|T 40|Toughness|Defence|Reduce Critical Damage taken.|Detals|Tier|Source|EoS(Null)
Warp Lock|Psy Rating,Strong Minded,WP 50|Willpower|Psyker|Ignore Psychic Phenomenon once per session.|Detals|Tier|Source|EoS(Null)
<VOID>====================================================Hammer of The Emperor===============================================================================
Abiding Resilience|Toughness 40|Toughness|Defence|Regain additional Wounds and Fatigue when spending a Fate Point.|Detals|Tier|Source|EoS(Null)
Bombardier|BS 40,Weapon Training (Launcher),Tech-Use|Offence|Tech|Bonus to attack with launchers and explosives, improved scatter.|Detals|Tier|Source|EoS(Null)
Cybernetic Calibrations|2+ Cybernetics,Tech-Use +10,Cybernetic Boost|Intelligence|Tech|Improves Craftsmanship of all implanted cybernetics.|Detals|Tier|Source|EoS(Null)
Death Serves the Righteous|BS 50,Deadeye Shot,Sharpshooter|Ballistic Skill|Offence|Spend Fate Point to change Damage die result of 1 to 10 once per combat.|Detals|Tier|Source|EoS(Null)
Don’t YouDie On Me!|Master Chirurgeon,Methodical Care|Intelligence|Knowledge|Resuscitate allies who have recently died from Blood Loss or failed Toughness Tests.|Detals|Tier|Source|EoS(Null)
Feat of Strength|S 45,Bulging Biceps|Offence|Strength|Temporarily gain or increase Unnatural Strength Trait.|Detals|Tier|Source|EoS(Null)
Final Judgement|Fel 45,Air of Authority,Deadeye Shot|Ballistic Skill|Leadership|Motivate allies with Command Skill after messily executing an enemy.|Detals|Tier|Source|EoS(Null)
Las Weapon Mastery|BS 45,Las Weapon Expertise|Ballistic Skill|General|Deal increased Damage with Las weapons based on Degrees of Success.|Detals|Tier|Source|EoS(Null)
Lock On|Per 40,Vigilant|Offence|Perception|Dodge while maintaining an Aim or Overwatch Action.|Detals|Tier|Source|EoS(Null)
Melta Mastery|BS 50,Melta Weapon Expertise|Ballistic Skill|Offence|Increase Penetration of Melta Weapons based on Degrees of Success.|Detals|Tier|Source|EoS(Null)
Mental Maze|Int 35,Strong Minded|Defence|Intelligence|Spend a Fate Point to add Intelligence Bonus to Degrees of Success on Opposed Willpower Tests.|Detals|Tier|Source|EoS(Null)
Overkill|Per 40,Bulging Biceps|Perception|Offence|Once per combat encounter, Aim as a Free Action with a chosen ranged weapon type.|Detals|Tier|Source|EoS(Null)
Plasma Mastery|BS 50,Plasma Weapon Expertise|Ballistic Skill|Tech|Increase Damage and Penetration when firing Plasma weapons on Maximal setting.|Detals|Tier|Source|EoS(Null)
Ranged Expert|BS 50,Weapon Training (Chosen Group)|Ballistic Skill|Finesse|Once per combat, Aim as a Free Action and roll twice for Damage with a chosen ranged weapon.|Detals|Tier|Source|EoS(Null)
Righteous Blow|BS 45 or WS 45 or WP 45|Offence|Willpower|Roll twice for Righteous Fury and choose result.|Detals|Tier|Source|EoS(Null)
Sacred Flame|WP 40,Cleanse and Purify|Offence|Willpower|Inflict Righteous Fury on a 9 or 10 with Flame Weapons.|Detals|Tier|Source|EoS(Null)
SP Weapon Mastery|BS 45,Solid Projectile Weapon Expertise|Ballistic Skill|Finesse|Solid Projectile Weapons gain Proven (X) Quality equal to half of Ballistic Skill Bonus.|Detals|Tier|Source|EoS(Null)
Stirring Rhetoric|Fel 45,Heroic Inspiration|Fellowship|Social|Once per session, spend a Fate Point to improve the Inspire Special Use of the Command Skill.|Detals|Tier|Source|EoS(Null)
The Flesh is Weak|2+ Cybernetics,Tech-Use +10|Tech|Toughness|Gain Machine Trait equal to half the number of Cybernetic implants.|Detals|Tier|Source|EoS(Null)
Trademark Item|Fel 40,Command +10|Fellowship|Social|Item grants bonus to Interaction Tests and allows extra Sweeping Order.|Detals|Tier|Source|EoS(Null)
Versatile Shooter|Sharpshooter,Target Selection|Ballistic Skill|Finesse|Gain the full benefit of the Accurate Quality on Pistol, Heavy, and Vehicle Weapons.|Detals|Tier|Source|EoS(Null)
Veteran Comrade|Character Speciality with at least one Comrade|General|Leadership|One Comrade grants extra bonuses and can participate in Veteran Orders.|Detals|Tier|Source|EoS(Null)
